Palabra,Agrado,Activacion,Imaginabilidad,stdev_agrd,stdev_act,stdev_imag
proporcionar_V,2.4,2.6,2.4,0.5477,0.8944,0.8944
núcleo_N,2.4,1.8,2.2,0.5477,0.8367,0.8367
práctico_A,2,2.4,2,0,0.5477,1
izquierda_N,2.4,2.4,2.8,0.8944,0.8944,0.4472
identificar_V,2,2,2.2,0.7071,1,0.8367
general_N,2.2,1.8,2.4,0.4472,0.8367,0.5477
disparar_V,1.6,3,3,0.5477,0,0
nariz_N,2,2.2,2.8,0.7071,0.4472,0.4472
constitucional_A,2.6,2.6,1.8,0.5477,0.8944,0.8367
transmitir_V,2.2,3,2.2,0.8367,0,0.8367
infancia_N,3,2.4,3,0,0.8944,0
océano_N,3,2.8,3,0,0.4472,0
editar_V,2.2,2.6,2.4,0.4472,0.5477,0.8944
encima_R,2.4,2.4,2.6,0.8944,0.8944,0.5477
instalación_N,2,2.4,2.2,0,0.5477,0.8367
periodista_N,2,2.6,3,0.7071,0.5477,0
perseguir_V,1.6,3,2.4,0.5477,0,0.5477
enterar_V,2.2,2.4,1.6,0.4472,0.8944,0.8944
peligro_N,1,2.8,2.4,0,0.4472,0.8944
vivienda_N,2.8,2,3,0.4472,1,0
macho_N,2,3,3,1,0,0
grabación_N,2.2,2.4,2.8,0.4472,0.5477,0.4472
garganta_N,2.2,2,2.8,0.4472,0.7071,0.4472
zapato_N,2.4,2,3,0.5477,0.7071,0
aventura_N,2.8,3,2.4,0.4472,0,0.8944
grave_A,1.6,2,1.8,0.8944,1,1.0954
reacción_N,2.2,2.8,2,0.4472,0.4472,1
aferrar_V,2.4,2.6,2.4,0.5477,0.8944,0.8944
dibujo_N,2.8,1.8,3,0.4472,0.8367,0
americano_A,2.2,1.8,2.4,0.8367,0.4472,0.8944
inmediatamente_R,1.8,2.6,2,0.8367,0.5477,0.7071
amistad_N,3,2.5,2.6667,0,0.8367,0.5164
desierto_N,2.3333,2,2.6667,0.5164,0.6325,0.8165
revelar_V,2.3333,2.6667,2.3333,0.5164,0.5164,0.8165
marco_N,2.1667,1.5,3,0.4082,0.5477,0
hundir_V,1.3333,2.5,3,0.5164,0.5477,0
ferrocarril_N,2.6667,2.6667,3,0.5164,0.5164,0
secundario_A,2.1667,2.1667,2.3333,0.4082,0.4082,0.8165
tumba_N,1.5,1.3333,3,0.5477,0.5164,0
temblar_V,1.5,2.5,2.8333,0.5477,0.8367,0.4082
salar_V,2,2.3333,2.6667,0.6325,0.8165,0.5164
exponer_V,2.4,2.6,2.4,0.5477,0.5477,0.5477
sabio_N,3,2.8,2.6,0,0.4472,0.8944
atrever_V,2.4,2.6,2.2,0.5477,0.5477,0.4472
acostumbrar_V,1.8,1.8,2,0.4472,0.8367,0.7071
estrenar_V,2.4,3,2.4,0.8944,0,0.5477
pintor_N,2.6,2.2,3,0.5477,0.8367,0
habia_N,2.4,1.4,1.6,0.5477,0.5477,0.8944
capítulo_N,2.2,2.2,2.4,0.4472,0.4472,0.5477
circunstancia_N,1.8,2.2,1.6,0.4472,0.8367,0.5477
bolsillo_N,2.2,1.2,3,0.4472,0.4472,0
operar_V,2,2.6,2.6,0.7071,0.5477,0.5477
reflejo_N,2.4,1.6,3,0.5477,0.8944,0
sucio_A,1.2,1.6,3,0.4472,0.5477,0
militar_N,1.4,2,3,0.5477,0.7071,0
asiento_N,2,1.2,3,0.7071,0.4472,0
músico_N,2.8,2.2,3,0.4472,1.0954,0
comunicar_V,2.6,2.6,2.8,0.5477,0.8944,0.4472
ligar_V,2,2.6667,2,0.6325,0.5164,0.8944
atraer_V,2.8,2.6,2.2,0.4472,0.5477,0.8367
molestar_V,1,2.8,2.6,0,0.4472,0.8944
registrar_V,2,2.6,2.2,0,0.5477,0.4472
herido_N,1.2,1.2,3,0.4472,0.4472,0
ancho_A,2,2,3,0,0.7071,0
ministerio_N,1.8,1.6,2.2,0.4472,0.5477,0.8367
comentario_N,2.4,2.6,2.6,0.5477,0.5477,0.5477
habitual_A,1.8,2,2,0.4472,0,1
consumir_V,1.8,2.6,2.6,0.8367,0.5477,0.5477
propósito_N,2.8,2.2,1.4,0.4472,0.8367,0.8944
básico_A,2,1.8,1.8,0,0.4472,0.8367
bar_N,2.4,1.4,3,0.8944,0.5477,0
inventar_V,3,3,2.8,0,0,0.4472
torno_N,1.8,2.4,2.8,0.4472,0.5477,0.4472
ayuntamiento_N,1.8333,2.1667,2.1667,0.4082,0.4082,0.7528
mínimo_A,2,2,2,0,0.6325,0.6325
agregar_V,2,3,2.5,0,0,0.8367
tratamiento_N,1.6667,2.6667,2.6667,0.5164,0.8165,0.5164
facultad_N,2.3333,2,2.6667,0.5164,0.8944,0.8165
cristo_N,2.3333,2.1667,3,0.5164,0.4082,0
nervioso_A,1,2.6,3,0,0.8944,0
inaugurar_V,2.5,3,3,0.5477,0,0
condenar_V,1.3333,3,2.5,0.5164,0,0.5477
profundidad_N,2.3333,1.6667,2.5,0.5164,0.5164,0.5477
profesional_N,2.3333,2.3333,2.3333,0.5164,0.8165,0.5164
bonito_A,3,1.5,2.8333,0,0.5477,0.4082
buque_N,2,1.8333,3,0,0.7528,0
confirmar_V,2,2.8333,2.1667,0,0.4082,0.4082
latino_N,2.4,1.8,3,0.5477,0.4472,0
personalidad_N,2.2,2.2,1.6,0.4472,0.4472,0.5477
huella_N,2,1.8,3,0,0.8367,0
protección_N,2.4,3,2.8,0.5477,0,0.4472
moneda_N,2,1.4,3,0,0.5477,0
apreciar_V,2.8,3,2.2,0.4472,0,1.0954
juicio_N,1.8,2.8,2.8,0.4472,0.4472,0.4472
bolsa_N,2,1.6,3,0,0.5477,0
expedición_N,2.8,3,3,0.4472,0,0
estremecer_V,1.8,3,2.4,0.8367,0,0.8944
trabajador_N,2.2,2.8,2.8,0.4472,0.4472,0.4472
tropical_A,3,2,3,0,0.7071,0
coger_V,2.4,2.8,3,0.8944,0.4472,0
ciento_N,2,1.8,1.6,0,0.4472,0.8944
pantalla_N,2,1.6,2.6,0,0.8944,0.8944
entorno_N,2.2,1.4,1.8,0.4472,0.5477,1.0954
interpretación_N,2.2,2.8,2,0.4472,0.4472,1
verme_N,2.2,2.6,2.4,0.4472,0.8944,0.8944
patrón_N,1.8,2,2.8,0.4472,0.7071,0.4472
misterio_N,2,2.6,2.4,1,0.5477,0.5477
clasificar_V,2.2,2.8,2.6,0.4472,0.4472,0.8944
riesgo_N,1.2,2.6,2.8,0.4472,0.5477,0.4472
angustia_N,1.2,2,2.8,0.4472,1,0.4472
infantil_A,2.4,2.6,2.8,0.8944,0.5477,0.4472
saludar_V,2.6,3,2.6,0.5477,0,0.8944
tienda_N,2.2,2.4,2.6,0.4472,0.5477,0.5477
célula_N,2,2.6,2.6,0,0.5477,0.5477
gemir_V,2,2.2,2.6,1,1.0954,0.5477
accidente_N,1.2,1.8,3,0.4472,0.8367,0
parroquia_N,2.4,1.8,2.6,0.5477,0.8367,0.5477
desempeñar_V,2.6,2.6,2.2,0.5477,0.5477,0.8367
testigo_N,2,1.8,2.8,0,0.8367,0.4472
tomo_N,2,1.6,2.2,0,0.5477,0.8367
coronel_N,2.2,2.6,2.8,0.4472,0.5477,0.4472
capital_A,1.8,2,1.8,0.4472,0.7071,1.0954
tierno_A,3,2.4,3,0,0.8944,0
adoptar_V,2.8,3,3,0.4472,0,0
pasillo_N,2,1.8,2.8,0,0.8367,0.4472
dominar_V,2.2,3,3,0.8367,0,0
habilidad_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
protagonista_N,2.8,2.8,3,0.4472,0.4472,0
espectáculo_N,2.4,2.2,3,0.8944,0.8367,0
pista_N,2.4,1.8,2.4,0.5477,0.8367,0.5477
melodía_N,3,2.4,3,0,0.8944,0
percibir_V,3,2.2,2.6,0,1.0954,0.8944
promesa_N,2.8,2.6,2,0.4472,0.5477,1
ternura_N,3,1.6,2.8,0,0.8944,0.4472
soltar_V,2.2,2.6,3,0.4472,0.8944,0
superior_A,2,2.2,2.6,0.7071,0.8367,0.5477
factor_N,2,2,1.6,0,0.7071,0.8944
conquistar_V,2,3,2.8,0.7071,0,0.4472
conceder_V,2.2,1.8,2.2,0.4472,1.0954,0.8367
discográfico_A,2,1.8,1.8,0,0.4472,0.8367
charlar_V,2.6,3,3,0.8944,0,0
hielo_N,1.6,1.6,3,0.5477,0.5477,0
maravilloso_A,2.8,2.2,2.8,0.4472,0.8367,0.4472
estatal_A,1.8,1.8,1.6,0.4472,0.8367,0.8944
regla_N,2.2,1.8,3,0.4472,1.0954,0
lanzamiento_N,2.2,2.8,2.6,0.4472,0.4472,0.8944
corazon_V,2.6,2.4,3,0.5477,0.8944,0
explicación_N,1.8,2.6,2.4,0.4472,0.5477,0.8944
maestro_A,2.4,2.6,2.6,0.5477,0.5477,0.5477
técnica_N,2.4,1.8,2,0.5477,0.8367,0.7071
cliente_N,2.2,2.4,2.8,0.4472,0.5477,0.4472
químico_A,2,2,2.6,0,0.7071,0.5477
amenazar_V,1.2,2.8,2.8,0.4472,0.4472,0.4472
argumento_N,2,2,2.4,0,0.7071,0.8944
fantasía_N,3,2.4,2.8,0,0.8944,0.4472
presidir_V,2.2,3,2.2,0.4472,0,0.8367
costa_N,2.8,1.4,3,0.4472,0.8944,0
complejo_N,2,2.2,2.6,0.7071,0.4472,0.5477
fino_A,2.2,1.4,2,0.4472,0.5477,1
oculto_A,2,1.8,1.8,0,0.4472,0.8367
bastar_V,1.8,2,1.6,0.4472,0.7071,0.8944
forzar_V,1.4,2.4,2.6,0.5477,0.8944,0.5477
diócesis_N,1.8,2,2,0.4472,1,1
show_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
futbolista_N,2.4,2.8,3,0.5477,0.4472,0
opción_N,2.4,2.2,2.4,0.5477,0.4472,0.8944
fresco_A,2.8,1.8,2.8,0.4472,0.8367,0.4472
cálido_A,3,1.8,3,0,0.8367,0
autónomo_A,2.2,2.4,2.4,0.4472,0.5477,0.8944
sello_N,2,1.4,2.8,0,0.5477,0.4472
diferenciar_V,2,2.8,2,0,0.4472,1
trayectoria_N,2.2,2.4,2.8,0.4472,0.8944,0.4472
enterrar_V,1.4,2.4,3,0.5477,0.8944,0
anciano_N,2.6,1.6,3,0.5477,0.5477,0
ejecutar_V,1.6,2.8,2.6,0.5477,0.4472,0.5477
reforma_N,2.2,3,2.6,0.4472,0,0.5477
fama_N,2.4,2.2,2.8,0.5477,0.8367,0.4472
monasterio_N,2.2,1.6,2.6,0.4472,0.8944,0.8944
maldito_A,1,2,2.8,0,0.7071,0.4472
encantar_V,2.8,2.8,2.6,0.4472,0.4472,0.5477
carretero_N,2,1.8,2,0,0.4472,1
confianza_N,3,2.2,2.8,0,1.0954,0.4472
brillo_N,2.8,2.4,3,0.4472,0.8944,0
representante_N,2.2,2.2,2.6,0.4472,0.8367,0.5477
ascender_V,2.8,3,2.8,0.4472,0,0.4472
concluir_V,1.8,2.6,2.4,0.8367,0.8944,0.8944
cigarrillo_N,2,1.8,3,1,0.8367,0
latino_A,2.4,1.8,3,0.8944,0.4472,0
presentación_N,2.4,2.8,2.8,0.5477,0.4472,0.4472
transportar_V,2,3,3,0,0,0
centrar_V,2.4,2.8,2.6,0.5477,0.4472,0.5477
capturar_V,2.2,3,3,0.8367,0,0
medalla_N,3,2.6,3,0,0.5477,0
análisis_N,2.8,3,2.4,0.4472,0,0.8944
acceder_V,3,3,2.6,0,0,0.5477
carro_N,2.2,2.4,3,0.4472,0.5477,0
dimensión_N,2.4,1.8,2.4,0.5477,0.4472,0.8944
arquitecto_N,2.2,2.6,3,0.4472,0.5477,0
cruel_A,1,3,2.8,0,0,0.4472
leche_N,2.2,2,3,0.4472,0.7071,0
colaborar_V,2.8,3,3,0.4472,0,0
salida_N,2.4,1.6,2.6,0.5477,0.5477,0.5477
internet_N,2.4,2.4,3,0.5477,0.5477,0
cueva_N,2,1.6,3,0.7071,0.5477,0
sustituir_V,1.8,3,2.4,0.4472,0,0.8944
pronunciar_V,2,2.6,2.6,0,0.5477,0.5477
provincial_A,2.2,2,2.4,0.4472,0,0.8944
copar_V,2.2,2.8,2.2,0.4472,0.4472,1.0954
olímpico_A,3,2.4,3,0,0.8944,0
trato_N,2,2.8,2,0,0.4472,1
ceder_V,2,2.6,2.6,0,0.8944,0.8944
registro_N,2,2,2.6,0,0.7071,0.5477
sacerdote_N,2.2,2.6,2.6,0.4472,0.8944,0.5477
gonzález_N,2,2,2,0,0,0.7071
jamar_V,2,2.2,1.6,0,0.8367,0.8944
héroe_N,2.8,2.6,3,0.4472,0.8944,0
originalmente_R,2.2,1.8,2.2,0.4472,0.4472,1.0954
carretera_N,2.4,1.6,3,0.5477,0.8944,0
elaborar_V,2.6,3,2.6,0.5477,0,0.8944
fabricar_V,2.8,3,3,0.4472,0,0
reemplazar_V,2.2,3,2.8,0.4472,0,0.4472
acudir_V,2.4,2.8,2.8,0.5477,0.4472,0.4472
dama_N,2.8,2,2.8,0.4472,0.7071,0.4472
copia_N,1.8,1.8,2.4,0.4472,0.4472,0.5477
eco_N,2.2,2,2.6,0.8367,0.7071,0.5477
cerveza_N,2.4,1.8,2.8,0.5477,0.8367,0.4472
asamblea_N,2.2,2.8,2.8,0.4472,0.4472,0.4472
alegre_A,3,2.4,2.8,0,0.5477,0.4472
poderoso_A,2.4,2.8,2.8,0.5477,0.4472,0.4472
normalmente_R,2.2,2,1.6,0.4472,0,0.8944
espera_N,2,1.6,2.2,0.7071,0.8944,0.8367
banco_N,2.4,1.4,2.6,0.5477,0.5477,0.5477
vacío_A,1.6,1.8,2.6,0.5477,0.8367,0.5477
lindo_A,2.8,2.2,2.8,0.4472,0.8367,0.4472
alianza_N,2.6,2.4,2.8,0.5477,0.8944,0.4472
violencia_N,1,3,2.8,0,0,0.4472
cementerio_N,1.2,1.2,2.6,0.4472,0.4472,0.5477
equivocar_V,1.6,3,2.6,0.5477,0,0.5477
cañón_N,1.6,2.8,2.8,0.5477,0.4472,0.4472
entidad_N,2,2.4,1.8,0.7071,0.5477,1.0954
pequeño_N,2.8,1.6,2.8,0.4472,0.5477,0.4472
apretar_V,1.8,2.8,2.4,0.8367,0.4472,0.8944
fenómeno_N,3,2.8,2.8,0,0.4472,0.4472
bañar_V,2.6,2.8,3,0.5477,0.4472,0
descanso_N,3,1.4,3,0,0.8944,0
pantalón_N,2.2,2.4,3,0.8367,0.5477,0
concentrar_V,3,3,2.2,0,0,1.0954
interesante_A,3,2.8,2.2,0,0.4472,1.0954
logro_N,3,2.8,2.4,0,0.4472,0.8944
rural_A,2.6,2.2,2.8,0.5477,0.4472,0.4472
disponible_A,2.6,2.2,2.6,0.5477,0.8367,0.8944
muestra_N,2,1.8,2.6,0.7071,0.4472,0.5477
descender_V,2.4,2.8,2.6,0.5477,0.4472,0.8944
desesperar_V,1.4,2.2,2.6,0.5477,0.8367,0.5477
clavar_V,2,2.8,3,0.7071,0.4472,0
arrojar_V,2.2,2.8,2.8,0.8367,0.4472,0.4472
acontecimiento_N,2.6,2.2,2.2,0.5477,0.8367,0.8367
conectar_V,2.6,3,2.6,0.5477,0,0.8944
informar_V,2.6,3,2.8,0.5477,0,0.4472
cultivo_N,2.5,2.3333,2.8333,0.8367,0.8165,0.4082
conocido_N,2,2,2.4,0,0.7071,0.5477
fila_N,1.8,1.2,2.6,0.4472,0.4472,0.8944
agradecer_V,2.8,3,3,0.4472,0,0
secar_V,2,2.2,2.8,0,0.8367,0.4472
apuntar_V,2,2.6,2.4,0.7071,0.5477,0.8944
agente_N,1.8,2.4,2,0.8367,0.5477,0.7071
practicar_V,2.4,3,2.6,0.5477,0,0.5477
proyectar_V,2.8,2.4,2.8,0.4472,0.8944,0.4472
hierro_N,1.6,1.2,3,0.5477,0.4472,0
criatura_N,2.6,2,2.6,0.5477,0.7071,0.5477
cadáver_N,1.4,1,3,0.5477,0,0
competencia_N,1.6,2.8,2.4,0.5477,0.4472,0.8944
mancha_N,1.4,1.4,3,0.5477,0.8944,0
alba_N,2.6,1.2,2.2,0.5477,0.4472,0.8367
someter_V,1,3,2.4,0,0,0.5477
transcurrir_V,2.2,1.4,2,0.4472,0.5477,0
atender_V,2.4,3,2.8,0.5477,0,0.4472
asesinato_N,1,2.6,2.8,0,0.8944,0.4472
fábrica_N,2,2.2,2.8,0,0.8367,0.4472
otoño_N,2.6,1.4,3,0.5477,0.5477,0
rodar_V,2.2,2.8,3,0.4472,0.4472,0
organismo_N,2,2.6,2,0,0.5477,1
ingeniero_N,2.2,2.8,2.8,0.4472,0.4472,0.4472
electrónico_A,2.2,2.2,2.6,0.4472,0.8367,0.5477
imaginación_N,3,2.2,1.8,0,1.0954,0.8367
juez_N,1.8,2.6,3,0.8367,0.8944,0
cristiano_A,2.6,2.2,2.6,0.5477,0.8367,0.8944
localización_N,2,1.8,2,0,0.4472,0.7071
vientre_N,2.6,2.2,2.8,0.5477,0.8367,0.4472
vicepresidente_N,2.2,2,2.8,0.4472,0.7071,0.4472
umbral_N,1.8,1.4,1.6,0.4472,0.5477,0.8944
encabezar_V,2.4,2.8,2.8,0.5477,0.4472,0.4472
mapa_N,2,1.2,3,0,0.4472,0
anual_A,1.8,1.8,2.2,0.4472,0.8367,0.4472
rodilla_N,2.2,2.2,3,0.4472,0.8367,0
dificultad_N,1.6,2.4,2.4,0.5477,0.8944,0.5477
reciente_A,2,2.2,1.8,0,0.8367,0.4472
curiosidad_N,2.6,2.6,2,0.5477,0.5477,0
únicamente_R,2,1.8,2,0,0.4472,0.7071
órgano_N,2,2.2,2.6,0,0.4472,0.8944
plato_N,2.4,2,3,0.5477,0.7071,0
prensa_N,2.2,2.6,2.4,0.4472,0.5477,0.5477
interrumpir_V,1.4,3,2.6,0.5477,0,0.5477
ciudadano_N,2.6,2.6,2.8,0.5477,0.5477,0.4472
calma_N,3,1.4,3,0,0.8944,0
ópera_N,3,2.6,3,0,0.8944,0
formato_N,2,1.6,1.8,0,0.5477,0.8367
sugerir_V,2.4,3,2,0.5477,0,0.7071
figurar_V,2,2.4,1.2,0.7071,0.8944,0.4472
borde_N,2,2,2.6667,0,0.8944,0.5164
experimentar_V,2.6667,3,2.5,0.5164,0,0.8367
débil_A,1.4,1.4,2.6,0.5477,0.5477,0.5477
enseñanza_N,2.8,3,3,0.4472,0,0
ignorar_V,1.6,2.6,2,0.5477,0.5477,0.7071
portar_V,2,2.4,2,0.7071,0.8944,1
tabla_N,2.2,1.6,2.8,0.4472,0.8944,0.4472
perdón_N,2.8,3,2.2,0.4472,0,1.0954
sumar_V,2.4,3,3,0.5477,0,0
excepción_N,2.2,2.6,1.6,0.4472,0.5477,0.8944
aprobar_V,3,3,2.6,0,0,0.5477
continuación_N,2.2,2.4,1.8,0.4472,0.8944,1.0954
sudor_N,1.2,2.4,3,0.4472,0.8944,0
fiel_A,2.8,2.8,2.6,0.4472,0.4472,0.5477
contrario_A,2.2,2.4,2.4,0.4472,0.5477,0.8944
tribu_N,2.4,2.4,3,0.5477,0.5477,0
traje_N,2.2,1.6,3,0.4472,0.5477,0
dulzura_N,3,2,2.8,0,1,0.4472
nocturno_A,2.6,2,2.8,0.5477,0.7071,0.4472
múltiple_A,2.2,2.2,2.2,0.4472,0.4472,0.8367
confiar_V,3,2.6,2,0,0.8944,1
cometer_V,1.8,2.6,1.2,0.4472,0.8944,0.4472
sufrimiento_N,1.2,2.2,2.4,0.4472,1.0954,0.8944
asociar_V,2.2,2.6,2.6,0.4472,0.8944,0.5477
combatir_V,1.6,2.6,2.8,0.5477,0.8944,0.4472
capa_N,2.2,1.8,3,0.4472,0.8367,0
paseo_N,3,2.6,3,0,0.5477,0
agricultura_N,2.4,2.4,2.8,0.5477,0.5477,0.4472
lectura_N,2.8,2.8,3,0.4472,0.4472,0
rendir_V,2,2.2,2.6,0.7071,1.0954,0.5477
coordenado_A,2,2,1.8,0,0,0.8367
cuidado_N,2.6,3,2.6,0.5477,0,0.8944
nieve_N,2.6,2.2,3,0.5477,1.0954,0
clasificación_N,2,2.6,2.6,0,0.8944,0.8944
preciso_A,2.2,2,2.6,0.4472,0,0.8944
celular_A,2,2,2.2,0,0.7071,0.8367
nieto_N,2.8,2,3,0.4472,1,0
vena_N,1.8,1.6,3,0.4472,0.5477,0
piano_N,2.8,2.2,3,0.4472,1.0954,0
pasear_V,3,3,3,0,0,0
ámbito_N,2,1.8,1.8,0,0.4472,0.8367
debut_N,2.6,3,2.4,0.5477,0,0.8944
avenir_V,2.6,2.8,2,0.5477,0.4472,1
identidad_N,2,2,2,0,0.7071,1
colaboración_N,3,3,2.4,0,0,0.5477
medicina_N,2.4,2.4,2.8,0.5477,0.5477,0.4472
exigir_V,1.6,3,2.6,0.8944,0,0.5477
venta_N,1.8,3,2.8,0.4472,0,0.4472
denominación_N,2,2.2,1.8,0,0.4472,0.4472
temprano_R,2.4,2.4,2.4,0.5477,0.5477,0.5477
recostar_V,2.4,2,2.4,0.8944,1,0.8944
infraestructura_N,2.4,1.8,2.6,0.5477,0.8367,0.8944
peligroso_A,1.6,2.8,2.6,0.8944,0.4472,0.5477
fundamental_A,2.6,2.2,2.2,0.5477,0.8367,1.0954
lobo_N,2,2.2,3,0.7071,0.8367,0
médico_N,2.6,2.6,3,0.5477,0.5477,0
península_N,2.2,1.4,2.8,0.4472,0.5477,0.4472
perdonar_V,2.6,3,3,0.8944,0,0
fijamente_R,2.2,3,2.2,0.4472,0,0.8367
mio_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
promedio_N,2.2,2,2.6,0.4472,0,0.5477
evolución_N,2.8,2.8,2,0.4472,0.4472,0.7071
estatua_N,2.2,1.2,3,0.4472,0.4472,0
coalición_N,1.4,2.8,2.4,0.5477,0.4472,0.8944
tribunal_N,1.4,2.4,2.4,0.5477,0.5477,0.8944
llover_V,2.4,3,3,0.5477,0,0
potencia_N,2.6,2.4,2.2,0.5477,0.5477,0.8367
seguramente_R,2.6,1.8,2,0.5477,0.8367,0.7071
comportamiento_N,2.2,2.6,2.4,0.4472,0.5477,0.8944
invasión_N,1.8,3,2.8,0.8367,0,0.4472
valle_N,2.8,1.2,3,0.4472,0.4472,0
noreste_N,2,1.6,2.2,0,0.5477,0.8367
cuadrar_V,1.8,2.6,1.2,0.4472,0.5477,0.4472
asesino_N,1.2,3,2.4,0.4472,0,0.8944
brotar_V,2.2,3,2.4,0.8367,0,0.8944
infinito_N,2.4,1.4,2,0.5477,0.5477,1
camisa_N,2.2,1.4,3,0.4472,0.5477,0
semilla_N,2.6,1.8,2.8,0.5477,0.8367,0.4472
respeto_N,3,2.2,2.4,0,0.8367,0.5477
fotografía_N,2.6,1.6,3,0.5477,0.8944,0
pesar_N,1.4,1.4,2.2,0.5477,0.8944,1.0954
distribuir_V,2,2.6,2.4,0,0.5477,0.5477
indio_N,2,1.4,2.4,0,0.5477,0.5477
alcohol_N,2.2,2,2.8,0.4472,0.7071,0.4472
taller_N,2.2,2,3,0.4472,1,0
proceder_V,2,2.6,2,0.7071,0.8944,1
presa_N,1.4,1.6,2.8,0.5477,0.8944,0.4472
onda_N,3,2.4,2.8,0,0.5477,0.4472
pelear_V,1.4,3,2.8,0.5477,0,0.4472
prácticamente_R,2.4,2.2,2.2,0.5477,0.4472,0.8367
correcto_A,2.8,2.2,2.6,0.4472,0.8367,0.5477
retablo_N,2,1.6,1.8,0,0.5477,0.8367
existente_A,2.2,2.2,2.6,0.4472,0.4472,0.5477
aguardar_V,1.4,1.2,2.4,0.5477,0.4472,0.8944
mojar_V,2.2,3,2.8,0.4472,0,0.4472
fijo_A,2,1.4,2.2,0,0.5477,0.4472
recorrido_N,2.2,2.4,2.6,0.4472,0.8944,0.5477
arco_N,2.4,2,2.8,0.5477,0.7071,0.4472
mental_A,2.6,2.4,2.2,0.5477,0.8944,0.8367
televisivo_A,1.8,2.2,2.6,0.4472,0.8367,0.5477
tesoro_N,3,1.4,2.6,0,0.5477,0.5477
ciclo_N,2,2.6,2.6,0,0.8944,0.5477
murmurar_V,1.4,3,2.8,0.5477,0,0.4472
oler_V,2.4,3,2.8,0.5477,0,0.4472
responsabilidad_N,2.2,2.6,2.6,0.4472,0.5477,0.5477
historiador_N,1.8,2.2,2.4,0.4472,0.4472,0.5477
abogado_N,2,2.8,2.6,0.7071,0.4472,0.5477
corriente_N,1.8,2.6,2.6,0.4472,0.8944,0.5477
respiración_N,2.6,3,3,0.5477,0,0
you_N,2.4,2.4,2.6,0.5477,0.5477,0.5477
concurso_N,2.4,2.8,2.4,0.5477,0.4472,0.5477
amarillo_A,2.4,2.2,3,0.8944,0.8367,0
científico_A,2.8,2.8,2.8,0.4472,0.4472,0.4472
eternidad_N,2.4,1.6,2.2,0.5477,0.5477,1.0954
mariposa_N,2.6,2.4,3,0.8944,0.8944,0
anillo_N,2.2,1.4,2.8,0.8367,0.5477,0.4472
baile_N,3,3,3,0,0,0
limpio_A,3,2.2,3,0,0.8367,0
humano_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
calmar_V,3,2.6,3,0,0.8944,0
individual_A,2,2.4,2.2,0,0.5477,0.8367
orgullo_N,2.2,2.8,2.8,0.8367,0.4472,0.4472
altitud_N,2,1.8,2.2,0,0.8367,0.8367
apariencia_N,2.4,1.6,2.8,0.5477,0.5477,0.4472
definitivamente_R,2,2,2.4,0,1,0.5477
reserva_N,2.2,1.6,2.4,0.4472,0.5477,0.8944
extenso_A,2,1.6,2.2,0.7071,0.5477,1.0954
huevo_N,2.2,2,2.8,0.8367,0,0.4472
adecuar_V,2.8,2.8,3,0.4472,0.4472,0
escultura_N,2.8333,1.6667,3,0.4082,0.8165,0
cesar_V,2,2.6667,2.8333,0.8944,0.5164,0.4082
trono_N,1.8,1.8,2.6,0.8367,0.8367,0.5477
comité_N,1.8,2,2.8,0.8367,0.7071,0.4472
acusar_V,1.4,2.4,2.8,0.5477,0.8944,0.4472
gestión_N,1.8,2.2,2.6,0.8367,0.8367,0.5477
selva_N,3,2.6,2.6,0,0.5477,0.8944
bahía_N,3,1.8,2.8,0,0.8367,0.4472
estrellar_V,1.8,3,3,0.8367,0,0
solicitar_V,2.4,2.6,2.2,0.5477,0.5477,0.8367
nba_V,2,2,2.2,0,0,0.8367
terror_N,1.4,2.8,2.6,0.8944,0.4472,0.5477
brindar_V,3,3,3,0,0,0
grabado_N,2.6,1.8,3,0.5477,0.4472,0
tratado_N,2.2,2,2.4,0.4472,0,0.5477
triunfo_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
fundador_N,2,2.8,2.4,0,0.4472,0.8944
sangrar_V,1.2,2.2,3,0.4472,0.8367,0
entrenador_N,2.2,2.6,2.8,0.4472,0.5477,0.4472
sagrado_A,2.2,1.8,1.8,0.8367,0.8367,0.8367
crimen_N,1,2.2,2.2,0,0.8367,0.8367
national_A,2.2,2.2,2,0.4472,0.4472,0.7071
promover_V,2.6,2.6,2.2,0.5477,0.5477,0.8367
conquista_N,2.6,2.4,2.6,0.8944,0.8944,0.8944
oreja_N,2.2,1.8,3,0.4472,0.8367,0
prisión_N,1.2,1.8,2,0.4472,0.8367,1
sendero_N,3,2.4,3,0,0.8944,0
virgen_N,2.4,2.2,2.2,0.5477,0.4472,0.4472
resistir_V,2.2,2.6,2.4,0.8367,0.5477,0.8944
tambien_R,2.8,2.6,2.2,0.4472,0.5477,0.4472
crítica_N,2.4,2.8,2.2,0.5477,0.4472,0.8367
arroyo_N,3,2.6,3,0,0.8944,0
justo_R,2.6,2.6,2.6,0.5477,0.5477,0.5477
traducir_V,2.4,2.2,2.6,0.5477,0.8367,0.5477
vaciar_V,1.8,2.2,2.2,0.4472,0.8367,0.8367
agarrar_V,2.2,2.4,2.6,0.4472,0.8944,0.5477
adentro_R,2.4,1.6,2.8,0.5477,0.5477,0.4472
